id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
382134,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0.9,0.5,1.3421065531,7,1,0,0,1,10,1,1,2,1,83,2,0.4084115571,0.6334511272,0.33,1.7320508076,0.8,0.4,0.9,1,2,9,4,11,2,8,3,2,5,10,1,1,1,1,1,0
890122,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.3,0.5777110004,11,1,0,0,1,0,1,1,2,1,32,3,0.316227766,0.6093961243,0.2944486373,2.8284271247,0.9,0.1,0.8,2,2,9,1,9,2,13,6,2,3,7,0,1,1,0,1,1
1086622,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.0,0.7,1.1263880326,11,1,-1,1,-1,1,1,1,2,1,35,1,0.3741657387,0.8740047469,0.3535533906,3.4641016151,0.3,0.1,0.7,3,1,7,5,11,2,8,6,2,6,11,0,0,0,0,0,0
1449758,0,2,1,7,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.6,0.3,0.6763874629000001,7,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.7357741748000001,0.4013726447999999,2.8284271247,0.2,0.0,0.1,2,1,5,2,9,3,5,7,1,0,7,0,0,1,0,0,0
1063721,0,5,1,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.3,1.2884098727,10,0,-1,1,-1,1,1,1,0,1,35,1,0.3741657387,0.8926351554,0.3535533906,3.4641016151,0.6,0.1,0.4,2,4,6,2,8,4,16,4,1,3,10,0,0,0,0,0,0
1458682,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,0.1,-1.0,7,1,-1,0,-1,6,1,0,2,1,33,3,0.3872983346,0.9805968835,-1.0,3.7416573868,0.5,0.9,0.4,1,3,9,2,10,1,5,5,2,2,8,0,0,0,0,0,1
1281625,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.5385164807,11,1,0,0,0,1,1,1,2,1,64,3,0.316227766,0.6591692743,0.3016620626,3.1622776602,0.9,0.9,0.4,2,4,8,3,9,1,9,10,2,3,4,0,1,1,0,0,0
1121318,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.7,0.2,0.7079901129,4,1,-1,0,1,11,1,1,0,1,67,2,0.3741657387,0.6506195395000001,0.3666060556,3.0,0.4,0.4,0.2,3,0,7,2,8,4,9,5,1,7,4,0,0,1,0,0,0
1199452,0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,1.6,1.6345871038,11,1,-1,0,-1,0,1,1,0,1,104,3,0.4,0.6810298473,0.3807886553,2.8284271247,0.7,0.6,0.7,2,0,8,2,9,1,6,5,2,3,6,1,0,1,0,1,0
87864,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.7,1.3404756618,11,0,-1,0,-1,11,1,1,0,1,2,3,0.4242640687,1.0267094192,0.3542597917,3.6055512755,0.1,0.4,0.7,2,5,8,4,10,0,9,4,3,3,7,1,0,0,1,1,0
655980,0,5,1,7,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,1.2,1.2592160259,7,1,-1,0,-1,0,1,1,2,1,86,3,0.399374511,0.7177789434,0.4062019202,2.2360679775,0.5,0.7,0.4,2,0,10,4,7,3,1,3,1,2,15,1,1,1,1,0,0
710785,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,1.0,1.2283118497,11,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6495230290999999,0.3666060556,2.8284271247,0.4,0.5,0.9,3,2,7,3,8,1,8,8,4,1,9,1,1,1,0,1,0
674086,0,2,1,6,0,6,1,0,0,0,0,0,0,0,0,5,0,1,0,0.4,0.0,0.6036348234000001,7,1,-1,0,-1,6,1,1,2,1,26,3,0.3741657387,0.6581497983,0.354682957,2.8284271247,0.7,0.1,0.4,2,2,9,2,11,3,11,6,2,3,3,1,1,1,0,0,0
817601,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.7,0.3,1.1321991874,8,0,-1,0,1,10,1,1,0,1,83,2,0.4242640687,1.0480205663,0.4009987531,3.3166247904,0.2,0.0,0.8,1,2,6,3,8,2,9,10,5,1,15,1,1,0,0,1,0
1213085,0,5,1,7,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.8,1.4686303143,11,0,-1,0,-1,1,1,1,0,1,104,3,0.4242640687,0.9365401422,0.43829214,3.3166247904,0.4,0.7,0.0,2,2,5,3,9,2,8,9,1,0,9,0,1,0,1,0,0
857667,0,4,1,3,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.7,0.3,0.6538348414999999,11,1,0,0,1,0,1,1,0,1,88,3,0.4,0.7604234357999999,0.3289376841,3.0,0.4,0.0,0.7,2,1,8,3,11,1,2,9,0,6,9,0,0,1,0,0,0
1265278,0,5,1,7,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,0.5,0.8058380731,11,1,1,0,1,0,1,1,2,1,104,3,0.4,1.0453033488,0.3309078421999999,3.6055512755,0.3,0.9,0.1,2,2,10,2,10,3,11,4,0,1,7,0,0,1,0,0,0
171786,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.7,1.0,1.4115594213,10,0,-1,9,1,13,1,1,0,1,104,3,0.4898979486,0.8403437903000001,0.474341649,2.2360679775,0.2,0.5,0.0,3,2,8,1,10,1,6,6,1,2,6,0,0,1,1,0,0
101127,1,6,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.8,1.1,1.0627205653,0,0,-1,8,0,9,1,1,0,1,13,3,0.4472135954999999,0.8949006131999999,0.4679743583,2.8284271247,0.6,0.9,0.1,3,0,7,4,11,3,6,3,2,2,9,0,1,0,0,0,0
914949,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.8,0.3,0.6896557112,7,1,-1,0,-1,0,1,1,2,1,54,3,0.4,0.9545995656,0.3826225293999999,3.6055512755,0.4,0.0,0.1,3,2,6,2,9,1,9,4,3,1,9,0,0,0,1,0,1
107727,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.3,0.4,-1.0,5,1,1,0,1,0,1,1,0,1,66,3,0.3998749805,0.6185660571,-1.0,2.0,0.5,0.9,0.1,3,2,8,2,10,0,5,4,3,4,6,0,1,1,1,1,0
99471,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.7782191208,4,1,-1,0,1,1,1,1,0,1,74,3,0.3741657387,0.6752410038,0.3861346914999999,2.8284271247,0.1,0.0,0.2,2,2,9,2,9,4,11,3,0,8,1,0,0,0,0,1,0
897351,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.8,0.2,0.9437293044,10,0,-1,0,-1,1,1,0,1,1,51,2,0.4,0.9631323725,0.4084115571,3.7416573868,0.3,0.2,0.6,4,1,10,1,11,3,7,6,2,3,10,0,1,0,1,1,0
1348241,0,3,1,8,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.7,0.6,1.2295832627,9,1,1,2,1,11,1,0,2,1,94,0,0.3741657387,0.9721929289,0.3304542328,3.7416573868,0.8,0.2,0.0,3,1,7,3,10,4,6,4,1,5,10,1,1,1,0,0,0
1084633,0,5,1,4,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.9,0.4,0.7403546447,11,1,-1,1,-1,3,1,1,2,1,102,2,0.4,0.8590668587000001,-1.0,3.4641016151,0.8,0.0,0.2,3,1,8,6,9,5,16,6,1,6,11,0,0,0,0,0,0
287638,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.6,0.8,-1.0,7,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.7086974433,0.3521363372,3.6055512755,0.3,0.6,0.7,4,1,6,2,10,3,6,7,3,2,7,0,1,1,0,0,0
972280,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7,0.8,-1.0,11,1,0,8,0,3,1,1,2,1,104,2,0.5,1.2826480228,0.4353159772,3.6055512755,0.3,0.6,0.7,2,3,8,3,9,3,9,5,1,3,10,0,0,0,1,0,0
790973,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.4,0.0,0.9161741101,7,0,-1,0,-1,1,1,0,0,1,25,3,0.4,0.7864687266,-1.0,3.6055512755,0.1,0.4,0.9,3,0,9,1,9,2,4,5,4,3,4,0,0,1,0,0,0
696605,0,7,1,6,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.9,0.9953014619,9,1,1,0,1,1,1,1,4,1,31,3,0.3974921382999999,0.5084411438,-1.0,0.0,0.1,0.8,0.6,4,1,7,2,11,1,7,6,0,3,3,0,0,1,0,1,1
122686,1,3,2,3,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,1.0383279829,4,1,-1,8,0,11,1,0,0,1,71,2,0.4898979486,1.2914371519,0.4949747468,3.6055512755,0.1,0.3,0.5,3,1,9,4,10,3,9,4,3,5,8,0,1,0,0,0,0
1306867,0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,1.2,1.9697715604,11,1,0,0,1,1,1,1,0,1,104,3,0.4242640687,0.9768603781,0.3660601044,3.3166247904,0.9,0.3,0.3,1,0,7,3,10,2,8,0,1,3,8,1,1,1,0,1,0
185889,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.4,0.0,0.7470776399,7,1,0,0,1,11,1,1,2,1,103,1,0.316227766,0.6096164625,0.2887905816,3.1622776602,0.6,0.2,0.2,3,4,9,3,11,4,6,3,1,3,5,0,1,0,1,1,1
289560,0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,0.2,0.5092887197,7,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6678106576,0.3666060556,3.0,0.1,0.3,0.5,2,3,7,3,7,3,12,6,3,1,5,0,0,1,1,1,0
509134,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.3,0.1,-1.0,7,1,1,0,0,1,1,1,0,1,40,2,0.3741657387,0.7427194837000001,0.3248076354,3.3166247904,0.2,0.8,0.3,1,2,9,4,10,5,9,7,2,5,9,0,1,1,0,0,1
650299,0,5,1,4,1,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0.4,0.0,1.3532368603,11,0,1,9,1,15,1,1,2,1,41,2,0.5477225575,1.2572681259,0.4289522118,2.4494897428,0.5,0.6,0.1,1,2,7,4,8,1,8,8,7,6,6,0,1,1,0,1,1
548290,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.8,0.2,0.6814506585,7,1,-1,0,-1,1,1,1,0,1,80,3,0.316227766,0.7382565456999999,-1.0,3.4641016151,0.5,0.0,0.6,2,3,8,6,8,2,16,5,3,3,15,0,1,1,0,0,0
1385197,0,1,2,6,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.3,0.3,-1.0,7,1,-1,0,-1,4,1,1,2,1,84,3,0.316227766,0.8194781396999999,0.3667424164,3.7416573868,0.2,0.9,0.1,4,2,9,3,11,3,9,3,1,2,10,0,1,1,0,1,0
854705,0,2,2,2,0,4,1,0,0,0,0,0,0,0,0,7,0,1,0,0.6,0.4,0.8792752698,11,1,-1,0,-1,1,1,1,2,1,85,3,0.3741657387,0.7114906944,0.3974921382999999,2.8284271247,0.7,0.2,0.6,1,1,8,6,9,1,11,8,0,4,7,0,1,0,1,1,0
153483,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.2,0.6354132514,7,1,-1,0,-1,0,1,1,1,0,62,3,0.4,0.8230034695,0.3826225293999999,3.1622776602,0.7,0.9,0.8,2,1,9,2,9,1,8,8,0,3,8,0,1,1,0,0,0
1246653,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.8792752698,7,1,-1,0,-1,10,1,1,2,1,83,2,0.4084115571,0.5760545486,0.3974921382999999,1.0,0.3,0.8,0.7,3,0,8,4,11,2,7,4,1,1,9,0,1,0,1,1,0
663286,0,0,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0.7,0.2,0.625,7,1,0,0,0,14,1,1,2,1,68,3,0.3994996871,0.6974125734000001,0.3478505426,2.0,0.4,0.5,0.6,3,3,8,3,10,2,8,7,1,3,6,1,0,1,0,0,0
379105,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.3,0.6,-1.0,4,1,-1,0,1,11,1,1,0,1,7,3,0.4242640687,0.6961671928000001,0.4129164564,2.6457513111,0.0,0.4,0.3,2,0,6,2,11,3,9,5,1,3,6,0,0,0,0,0,0
962458,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.9,0.3,0.6284902545000001,7,1,-1,0,-1,1,1,0,1,1,51,2,0.3741657387,0.8800474254999999,0.4017461885,3.6055512755,0.5,0.4,0.3,3,2,8,5,11,1,8,6,1,1,9,0,1,1,0,0,0
241051,0,3,1,2,1,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0.8,0.2,-1.0,7,0,-1,0,-1,7,1,1,2,1,96,3,0.4472135954999999,0.667377376,0.4301162634,2.2360679775,0.6,0.1,0.8,2,3,10,3,11,1,8,5,2,1,6,0,0,1,0,1,0
524595,0,2,1,10,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.3,0.0,0.7929375764,11,1,0,0,1,11,1,1,2,1,67,2,0.3741657387,0.6538348414999999,0.3008321791,2.8284271247,0.4,0.4,0.4,1,2,6,4,9,2,10,8,2,3,10,1,0,1,0,0,0
894031,0,1,4,8,0,3,0,0,0,1,0,0,0,0,0,13,1,0,0,0.6,0.3,0.6194755847,11,1,-1,0,-1,1,1,1,2,1,52,3,0.3741657387,0.777751049,0.3598610843,3.4641016151,0.8,0.8,0.7,2,0,7,4,6,4,4,8,2,2,7,1,1,1,1,0,1
1242024,0,6,1,3,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.4,0.0,0.6118619125,6,1,-1,9,0,11,1,1,0,1,56,3,0.4898979486,1.2479652861,0.5004997502,3.4641016151,0.1,0.7,0.5,4,1,8,2,11,2,11,3,3,4,6,1,1,0,0,0,0
249029,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.9,0.1,0.6543126164,11,1,-1,0,-1,0,1,1,2,1,46,3,0.4,0.7551749837999999,0.3663331817,3.1622776602,0.1,0.8,0.5,4,1,8,4,10,2,7,5,2,2,8,0,0,1,0,0,0
643980,1,0,1,5,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.1,0.1,-1.0,11,1,-1,0,-1,6,1,1,0,1,77,2,0.3741657387,0.727159082,0.3874274125999999,3.1622776602,0.2,0.5,0.8,3,1,6,4,9,3,15,3,1,4,10,0,1,0,0,0,0
1266334,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.9,0.9,1.150271707,11,1,-1,0,-1,1,1,1,2,1,70,3,0.4242640687,0.7503029690999999,0.3937003937,2.8284271247,0.4,0.9,0.9,1,2,9,4,10,6,10,10,2,3,9,0,0,1,1,0,0
648144,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0.2,0.6600189391,7,1,-1,0,-1,11,1,1,0,1,11,2,0.316227766,0.6830594761,0.3687817783,3.3166247904,0.8,0.2,0.3,1,1,8,3,10,3,6,4,3,4,11,0,1,1,0,1,0
774770,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.2,0.6437196595,6,1,-1,0,0,11,1,1,0,1,16,3,0.3741657387,0.6841777354,0.3887158345,3.0,0.2,0.4,0.4,2,2,6,2,10,2,7,7,1,2,2,0,1,1,0,0,0
1477074,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.3,0.7681145748,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.5868567342000001,0.3583294573,2.6457513111,0.0,0.4,0.9,4,1,7,5,9,3,9,4,0,1,6,0,1,0,1,1,1
1246143,0,0,1,8,0,3,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.8898735865,7,1,-1,0,-1,14,1,1,2,1,68,3,0.4,0.8947274390000001,0.4074309757,3.3166247904,0.5,0.0,0.5,3,3,7,3,9,2,3,5,1,3,4,0,0,1,0,0,0
615159,0,6,1,6,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0.6,0.4,0.5511351921000001,8,1,-1,0,1,4,1,1,0,1,104,2,0.4472135954999999,1.0749514692,0.4224926035,3.6055512755,0.6,0.0,0.3,3,4,7,2,7,5,9,5,3,2,6,0,1,1,0,0,0
833850,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.7,0.4,0.8085480814,6,1,-1,0,0,1,1,0,0,1,64,3,0.316227766,0.7398626184999999,0.3619392214,3.7416573868,0.5,0.8,0.8,3,2,9,5,11,1,15,7,1,4,6,0,1,1,0,1,0
243792,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.3,0.0,0.394493346,7,1,-1,0,-1,0,1,1,0,1,87,3,0.316227766,0.7293578065,0.3615245497,3.4641016151,0.1,0.4,0.3,1,3,8,3,10,2,9,8,1,2,11,0,1,0,1,0,0
1240395,0,3,1,6,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0.3,0.3,-1.0,7,1,-1,0,-1,0,1,1,2,1,87,3,0.316227766,0.7318605295,0.3615245497,3.6055512755,0.0,0.1,0.0,2,2,6,4,7,2,10,8,1,0,7,0,1,0,1,1,0
97958,0,5,3,7,0,5,0,0,0,1,0,0,0,0,0,10,0,1,0,0.9,0.3,0.6637959024,7,1,-1,1,-1,3,1,0,2,1,102,2,0.4,0.9574846524,-1.0,3.6055512755,0.9,0.9,0.2,3,2,8,3,11,4,7,5,1,2,9,0,0,1,0,0,0
574798,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.3,0.6229967896999999,7,1,-1,0,-1,0,1,1,2,1,39,3,0.3160696126,0.6844343747,0.3744329045,3.0,0.6,0.7,0.2,2,0,9,0,7,4,12,2,1,3,9,0,0,0,0,0,0
583914,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.7,0.4,0.8624094154999999,10,1,-1,0,1,0,1,1,0,1,62,3,0.4,0.9300315466,0.3826225293999999,3.4641016151,0.9,0.1,0.6,3,1,9,5,6,2,7,4,0,1,4,0,1,0,0,0,0
831778,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0.6,0.1,0.5117372373,7,1,-1,0,-1,1,1,1,2,1,10,2,0.316227766,0.7114180926000001,0.3814446225,3.1622776602,0.7,0.8,0.1,3,4,8,3,9,2,5,7,1,3,9,1,1,1,0,1,0
7481,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.4,1.647156641,11,1,-1,1,-1,13,1,0,0,1,104,2,0.4472135954999999,1.1648697299,0.4301162634,3.6055512755,0.6,0.5,0.9,2,2,6,5,10,4,8,7,1,2,7,0,0,1,1,0,0
1044363,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.1,0.6,-1.0,11,1,-1,0,-1,9,1,0,0,1,93,3,0.4,0.9781497122,0.3834057903,3.6055512755,0.1,0.2,0.1,1,1,6,2,9,3,15,4,4,4,8,0,1,0,1,0,0
1049296,0,1,2,0,1,4,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.0,1.1963486114,10,1,-1,0,0,1,1,1,0,1,65,3,0.316227766,0.6104157911,0.3507135583,3.6055512755,0.1,0.1,0.0,4,0,7,3,11,3,3,8,1,3,11,0,1,0,0,1,0
223270,0,1,2,1,1,4,0,0,0,1,0,0,0,0,0,2,1,0,0,0.9,1.4,1.4798648587,6,0,-1,0,1,10,1,1,0,1,28,3,0.3741657387,0.8911525641,0.3820994635,3.3166247904,0.4,0.7,0.3,1,3,9,3,12,2,7,6,3,2,3,0,0,1,0,0,0
764635,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.2,0.3,-1.0,7,1,0,0,1,0,1,1,2,1,32,1,0.3160696126,0.4435487990999999,0.3049590136,1.0,0.3,0.1,0.7,3,0,7,2,12,3,12,10,3,5,5,0,0,1,0,0,0
567213,0,3,1,7,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.7,0.8,0.7640353395,11,1,-1,8,-1,11,1,1,2,1,24,2,0.4898979486,1.0335088272,0.4949747468,3.3166247904,0.6,0.4,0.3,1,1,10,2,10,2,8,7,1,1,9,0,1,1,0,0,0
686888,0,2,1,3,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.5,0.2,0.3682729965999999,7,1,1,0,0,11,1,1,2,1,101,3,0.3741657387,0.7862453931000001,0.3214031736,3.3166247904,0.2,0.8,0.6,3,2,8,2,9,2,9,5,5,2,14,0,0,0,0,1,0
828879,0,3,3,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.3,0.7972609359999999,5,1,1,0,1,1,1,1,3,1,64,3,0.316227766,0.5607329914,0.3016620626,2.4494897428,0.9,0.0,0.9,3,2,7,1,11,3,8,5,1,1,6,0,0,0,1,1,1
1445989,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.4,0.0,0.7348469228,7,1,1,0,0,14,1,0,2,1,82,3,0.316227766,0.7960257689,0.3292415527,3.7416573868,0.9,0.7,0.8,2,4,9,5,10,3,3,4,1,0,10,0,1,0,0,0,0
110301,0,0,1,9,0,6,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.4,0.9354143467,11,1,-1,0,-1,0,1,1,2,1,66,3,0.4,0.7374010648999999,0.3794733192,2.8284271247,0.1,0.2,0.7,2,1,6,4,10,0,6,9,2,2,12,0,1,1,0,0,0
861418,0,2,1,8,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.6571719714,6,1,-1,0,0,11,1,1,0,1,57,2,0.3741657387,0.7112728667,0.3924283374,3.1622776602,0.0,0.2,0.9,2,2,6,6,10,3,4,9,0,0,12,1,1,1,0,0,0
168094,0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.1,0.2,-1.0,7,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.6720051407,0.2887905816,3.3166247904,0.8,0.0,0.2,4,3,6,4,9,3,8,7,2,2,7,0,1,1,1,0,0
1111279,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.2,-1.0,7,1,-1,0,-1,14,1,1,2,1,42,2,0.4,0.7705852665,0.3937003937,3.4641016151,0.3,0.3,0.5,1,0,7,3,9,5,11,9,1,1,6,0,1,1,1,0,0
97289,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,11,0,1,0,0.9,0.4,0.920597632,7,0,1,9,0,0,-1,0,2,1,104,3,0.4472135954999999,1.6553714222,0.4027406113,3.6055512755,0.1,0.1,0.8,3,2,7,2,8,2,7,5,0,3,11,1,0,1,0,1,0
497181,0,2,1,9,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.3,0.7318640584,7,1,-1,0,-1,1,1,1,2,1,74,3,0.3741657387,0.7189868905,0.3861346914999999,3.1622776602,0.7,0.9,0.5,2,2,8,5,10,1,8,4,2,4,3,0,0,0,1,0,0
496017,0,2,1,6,0,1,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.5963430221,11,0,1,1,1,9,1,1,1,1,104,2,0.4898979486,1.2955821309,-1.0,3.4641016151,0.4,0.8,0.5,2,4,8,4,9,4,11,6,3,3,11,0,1,1,0,0,0
812051,0,5,1,5,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.2,0.0,-1.0,11,0,-1,0,-1,10,1,1,2,1,83,2,0.4242640687,0.9058236743,0.4185689907,2.8284271247,0.1,0.7,0.5,2,3,7,5,8,3,16,7,1,3,6,0,0,1,0,0,0
1251334,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.7889866918999999,11,1,1,0,0,14,1,0,2,1,8,3,0.4,0.9831220299,0.3355592347,3.7416573868,0.6,0.5,0.3,3,1,10,4,8,2,8,4,1,2,11,0,0,1,0,0,0
1371098,0,0,3,5,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.5606915373,7,1,0,0,1,14,1,1,2,1,68,3,0.3994996871,0.7114616545999999,0.3478505426,2.2360679775,0.7,0.5,0.2,1,4,8,2,7,2,13,5,0,5,8,1,1,1,0,0,0
526566,0,3,2,3,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.5,0.2,0.5606915373,3,1,-1,0,-1,11,1,1,2,1,103,1,0.316227766,0.5675997018,0.3583294573,2.6457513111,0.2,0.3,0.2,1,2,5,3,10,1,6,7,0,4,9,0,1,0,1,0,0
843058,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.9,0.4,0.7814249804000001,4,1,-1,0,0,14,1,1,0,1,60,1,0.316227766,0.6115452586,0.3472751071,3.0,0.0,0.6,0.3,2,2,6,5,9,3,9,4,1,2,7,1,0,1,0,0,0
602787,0,3,1,6,1,4,0,0,1,0,0,0,0,0,0,5,1,0,0,0.7,1.5,1.1589326986,4,1,-1,0,1,14,1,1,0,1,42,2,0.4,0.6880022583,0.3937003937,2.8284271247,0.7,0.8,0.9,2,1,5,3,12,2,6,5,1,3,13,0,0,1,1,1,0
846861,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,10,0,1,0,0.9,0.7,1.0191908555,3,0,0,0,0,10,1,1,0,1,83,2,0.4084115571,0.6225281699,0.33,1.0,0.9,0.4,0.3,1,1,9,3,9,3,9,12,1,3,7,0,1,0,0,0,0
842877,0,3,1,6,0,4,0,0,0,1,0,0,0,0,0,11,1,0,0,0.6,0.2,0.6174544518,11,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.6134679904,0.3615245497,2.8284271247,0.4,0.1,0.5,1,1,7,5,10,4,11,3,2,6,4,0,1,0,1,0,0
200829,0,3,3,5,1,4,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,0.8,1.0362190888,11,1,-1,0,-1,4,1,0,0,1,12,3,0.4,0.8954430087,0.3708099244,3.6055512755,0.8,0.5,0.1,1,3,10,3,9,2,12,6,4,6,8,0,1,1,0,0,0
